cluster,metric,url,article_text
0,0.002048421,https://www.cnn.com/2019/04/30/politics/joe-biden-first-2020-campaign-visit-to-iowa/index.html,cedar rapid joe visit countless time year bid vice first time state democrat front runner first stop eastern act elect match trump first cedar rapid trump organ white trump respond kill counter protest claim fine side mock trump defend word last week say concoct violent thug want protect gen lee enough enough man white said trump wake day eager wage war twitter know trump said want make sure know though swung trump pull punch came democrat deflect question sen sander critic vote war north free trade agreement signal would foe soon say time stage begin late june get told report stop ice cream shop talk democrat said later night agre basic run day bid mark trump attack front report twitter respond contrast play hand one drive behind sen among democrat voter would stand better defeat trump lesser known progress candid nation poll found help high among democrat voter make clear front runner support two nearest sander sen warren also seen support grow recent day cedar rapid teacher live said back democrat see best shot oust trump joe get democrat even republican vote trump said think elect candid matter get beat trump also lean one tool democrat match former vice campaign video morn even though plan candid democrat cedar rapid call man could look said air nostalgia hung basement room cedar rapid sever support came wear blue white shirt campaign first stop candid voter would see heck lot one work harder earn democrat goer vote far kept stump speech rel short trim past refer former republican like work also left posit could fodder democrat critic support free trade instead tout agenda undo trump tax break minimum wage hour make sure finish job health care creat public option would allow buy pete cedar rapid brought former vice book dad autograph walk away said sold said also south bend mayor pete though elect democrat race trump real fight hand said beat veteran show veteran build downtown cedar rapid card game friend campaign stop say like trump instead vote one said earn support keep social hell lot depend know said
2,0.034465684,https://www.cnn.com/2019/04/30/politics/pompeo-maduro-russia/index.html,state mike claim leader maduro talk russia watch throughout day long time seen maduro said interview wolf room tarmac morn understand indic stay head said foreign spokeswoman maria suggest claim tell tri best use fake part inform war freedom comment follow revel nation claim first time maduro talk opposit oust give support nation interim think still import key talk opposit last three month make good commit transfer power maduro told report white clash opposit group agre maduro said claim amount move maduro trump said push day dawn begin final phase freedom bid oust maduro reiter support opposit leader amid morn stand group soldier call freedom support take street effort oust maduro confront two side turn violent least taken medic center fire plane said would maduro fire plane warn cost protect harm bring time time depart would moment said state say whether maduro would permit safe depart instead say maduro understand happen get know expect said press question note told russia support leader unaccept would say whether hold russia whether trump spoken want get told say understand posit understand harm inflict stake high said talk senior opposit take place last month would allow keep posit transfer power mention well chief court command guard made flank opposit leader men uniform support moment went camera name give need act afternoon even help bring side interim commit support oust maduro time let commit proof three member maduro inner switch went critic moment stake high said expert vice group author arrest kill could end start move chile foreign tweet confirm medium report wife daughter sought govern ambassador big day effort fail today think could setback legitim effort overthrow said today big day attempt control fluid combust environ well attempt strike blow govern said peter expert foreign tri maduro govern creat suspicion foment kind one thing kept govern fear unit state tri said high level maduro seen person guarantor maduro year long hold power said doubt happen behind scene said make sen never indic effort come close bear fruit would news direct statement reiter maduro also name trade czar give effect control flow good across border drug posit meant reward analyst say warn opposit fail effort oust maduro sink even dictatorship effort fail sink dictatorship altern said trump want see transfer power moment moment said moment said state depart envoy said told would call protestor take street may day holiday opposit leader would move forward confirm high level opposit camp head court head last month two interest among return said mention well sanction agreement retain posit said said talk long time mean seem today forward least agreement made said see happen rest day seen screen know thing far calm around said would arrest alway exist warn move would major year old launch campaign return inde never moment said wire reach end honeymoon maduro retain hold crucial support move high stake said approach equal talk tough inde said option remain press said stood behind threat made clear option option said hope think fool make unit state mani analyst said would use plan day never taken option area said would far difficult even terrain number would much conflict arm support said want would meant end intern support alway left knew meant effort show said would plan call day day maduro much mind plan move ahead tri said director program group wrote key signpost watch come hour day defect within arm term number also term defect key said whether command troop whether troop loyal mani threaten govern
0,0.080688421,https://www.cnn.com/2019/04/30/politics/veteran-suicide-prevention/index.html,veteran eric sit kitchen home place load handgun mouth combat veteran three bomb blast found stand year long depress compound person civilian life time lost joy life lost faith human basic lost hope told bottom would best end knew get die get live time chose get die led kitchen mouth tri pull trigger would impact prevent take life thought sit live commit stop said three year moment monument person transform renew might effort combat trend among veteran whole lot veteran like found way dark light thing said veteran look next chapter life mean talk also real mental health highlight adjust civilian life act still war light switch went zero matter second war live civilian world told lost friend address nation scale ever veteran take live day see trend veteran statist hear day accord butler veteran note number last sever year still see number amount effort put toward problem make dent rel point seem best tread water dig may get even said recent wave veteran occur veteran affair campus recent month fuel among veteran took life veteran affair fourth veteran month two report day day later veteran occur wait room veteran rate one half time higher civilian rate urgent action statist speaker said ahead hear highlight renew last month trump sign aim creat task help prevent veteran time trump call stagger sign event veteran group hard veteran member take live day would said support veteran import thing import thing campaign day campaign day trump order came govern account show spent million set prevent medium outreach fiscal year part problem lie approach treat veteran accord amount veteran veteran also drinker two add depress mix know creat bad scenario said still need done question chang probabl done better job health system right say treat pain brain said march budget request hear veteran affair alarm trend also concern among rank first nine month time corp command gen say never saw front line last year highest number take live great great great major never deploy said never enough mental health probabl mental health ever stuff happen probabl one one know give reason explain chang fact still
3,0.056517053,https://www.cnn.com/2019/04/30/politics/boeing-sensor-737-max-faa/index.html,link two crash previous flag report submit flight test scenario learn attack sensor known send data system push nose aircraft sen stall trigger data sensor play role crash lion air jet former analyst interview critic origin design data sensor claim defect data support ass least report sensor fail repair adjust accord data report report one fifth plane sensor frozen struck even hit bird case sensor led stall warn pilot abort perform land one case flight crew report attack fail sensor also two direct aircraft model indic sensor problem plane direct inspect certain sensor prevent problem control direct publish warn sensor need test address product direct peter former director nation transport board analyst said sensor fundament work differ aircraft model extern get regular said import made stream data statement said stall prevent system call accord plane event input sensor pilot would maintain control plane follow establish data accept case said report govern suggest sensor flight march fed data nose plane pilot vain regain control event almost problem board doom lion air flight crash total die two crash last use data plane two sensor rather one sensor critic question system origin design way begin fail safe design would two input make sure one said peter former flight control help design system subpoena grand said understand took two fatal crash make chang test would respond sensor input two sensor origin design flight test sensor would respond accord sever former pilot test request anonym due fear repercuss told think probe familiar test said sensor flight test rather design aircraft train pilot would second former test pilot learn sensor system perform vital function first place would know logic drove think said pilot also spoke anonym transport chairman peter told design system one sensor question whether system test one area said democrat follow crash woman die file wrong death lawsuit made sensor play role crash accord lawsuit lawsuit put profit rush market rival aircraft spokeswoman unit own respond request comment although input two sensor said design flaw said occur due chain event trigger one link chain seen technic slip gaff term fundament design said
1,-0.007417684,https://www.cnn.com/2019/04/30/us/usa-gymnastics--director-of-sports-medicine-out/index.html,first full time director sport gymnast day job organ appoint posit effect employ due conflict interest base group said gymnast said would renew search find candid entail develop strategi care well sport coach five accord gymnast former gymnast coach recent chair depart health human perform said read
4,0.045354105,https://www.cnn.com/2019/04/30/politics/william-barr-2001-interview-special-prosecutor/index.html,year herald end special counsel probe trump attorney laid complaint special prosecutor account often driven find prosecutor hunt scalp said comment seem spark backlash turn rod republican democrat critic blast say report find care career comment well known work close reveal veteran govern lawyer alway power strong limit author career law big problem said notion gain wrong review case fact knew second guess reason judgment put thing recent comment seen full career trump obstruct action keep alway back first attorney bush legal toxic attorney maxim view power sen limit said one former depart tension boil week ahead threaten show front panel format democrat sure press surround special counsel report full new poll find opinion action split special counsel report beyond report favor opinion opinion yet even critic say report trump centric white counsel told view power depart decad critic view act lawyer trump said see help trump sure particular case feel one write gotten attent recent page memo sent last year attorney rod trump interact former director obstruct memo seen attempt get trump radar show interest attorney close say misread memo want audit attorney would gone fox news current depart told success attorney left intact job differ depart confirm amount time report first month job night weekend accord accord length back back hear week russia hole sever senior depart room hour time last week said also tri get speed depart accord person meet attorney head also extend leadership posit join lunch attorney dine room week also stand lunch date old friend current white counsel pat around say move probe depart hate crime law protect next elect said object congress happen democrat almost tri extract sen feel report could insight relationship member close knit world republican lawyer two known least work depart attorney assist attorney depart relationship extend beyond know close friend gray white counsel bush told wive belong attend social like child wed recount confirm hear told trump first meet good friend would good friend caught guard complain aid close pick attorney attorney bush work assist attorney confirm two men friendship think probabl distant use see day hall depart know reason one mutual respect told respect two friend stark special counsel reach obstruct detail report trump tri even shut part base idea without crime trump would within legal power tri recent appear hill also hint depart may even question origin member trump campaign told trump campaign occur connect start probe suggest rule think import look said later hear refer close attorney said bottom line address concern even drive concern unclear differ legal opinion concern overreach senior keep long belief career law proper oversight account come feel depart import answer process interview miller center uva idea heart attorney belief obstruct element much merit come june memo version skeptic special counsel power express back broad power depart even target crime wrote last year vest author law proceed therefor one core author precis make proceed may constraint legal prohibit branch wrote whether make base whether faith left elect process congress impeach process sort narrow legalist view prompt mani friend label lawyer lawyer think bill view one ground power said democrat said stay obstruct left either even accept reach make let report stand present report told point congress whether consider impeach crew come one point make judgment defend like gray say non obstruct cut norm one thing differ whether prosecutor gray told
1,0.070502316,https://www.cnn.com/2019/04/30/politics/watchdogs-mueller-report-federal-election-commission/index.html,three watchdog group campaign civil trump campaign say special counsel team creat action team trump campaign aid break law june meet lawyer trump tower trump campaign chairman met lawyer trump publicist dirt campaign legal center common file supplement complaint group file ask elect meet campaign law civil law said prove will will civil need find reason trump solicit person knew foreign nation campaign legal center said statement report elect follow group said comment cite rule discus matter pend trump campaign familiar refrain ask watchdog group effort witch hunt trump campaign spokesman said last week chairwoman said report rais fall within purview ask lawyer look report whether find contain inform matter interest far clear take action often deadlock along partisan line trump lawyer alan respond request comment complaint statement month said report son report confirm june meet said listen inform said complaint watchdog group center meet trump tower new york senior campaign tweet publish trump publicist rob sent behalf client suggest meet regard dirt campaign obvious high level inform part russia govern support trump son businessman close govern wrote trump say love trump accord inform never son later said hill team bring campaign case take account high burden establish mental state campaign establish campaign trump campaign event june meet prosecutor said report
0,0.021568421,https://www.cnn.com/2019/04/30/us/university-of-north-carolina-charlotte-shooting/index.html,two dead shoot north author said three critic one person chief jeff baker said went room suspect fire disarm took baker said suspect arm pistol said right radar said suspect said law sweep sever build tweet file build shoot read
0,0.001488421,https://www.cnn.com/2019/04/30/politics/emoluments-lawsuit-congress/index.html,lawsuit democrat member congress trump earn foreign govern trump white move forward rule argument congress seek inform payment trump detail emmet opinion land democrat seek detail subpoena trump case mean term use say accept present foreign govern profit gain clear write congress claim argument regard judgment plan need point may take judgment plan whether first wrote read
2,0.026225684,https://www.cnn.com/2019/04/30/politics/senate-democrats-control-2020-stacey-abrams-cindy-axne/index.html,democrat major took bit blow two past hour big one republican sen perdu favor run singular platform address access health care nation said video today candid unit state democrat clear first take perdu freshman sit state lost governor race one marque race last elect long list candid might step void none would bring name star power still rep race republican sen former said race democrat campaign arm recruit elect area seat run unclear democrat turn seek upend two could well similar effect shrink democrat read
3,0.005477053,https://www.cnn.com/2019/04/30/politics/bill-weld-susan-collins-mitt-romney/index.html,two republican vocal support former bill weld say open back run republican trump republican sen collin main mitt indic tight rope critic must walk run elect next year must back campaign trump support state draw anger elector wrath collin third option stay mum get discus said collin face tough race fifth term state tend favor democrat think win support trump demeanor led hill take step say back read
4,-0.002165895,https://www.cnn.com/2019/04/30/politics/us-navy-strip-club-mike-pence/index.html,sailor instruct ship senior enlist sailor clap like strip club vice mike aboard ship public inform confirm comment made prior aboard call statement confirm statement made command master chief sailor prior vice laura said statement statement address leadership said tour ship made remark ship crew member
1,0.016342316,https://www.cnn.com/2019/04/30/politics/new-york-trump-taxes/index.html,new york effort trump state tax return inch closer law bill author state return congress move state budget bill expect taken floor state next week allow state tax commission hand new york tax return request way mean joint state democrat hope present way around file bill sponsor democrat state sen brad said expect bill read
4,0.043514105,https://www.cnn.com/2019/04/30/politics/democrats-impeachment-obstruction/index.html,key democrat avoid question impeach past say trump could impeach obstruct white cooper democrat democrat question whether trump blatant disregard oversight yet kind obstruct could rise level high crime misdemeanor democrat say launch impeach proceed yet face prospect month year court obtain inform subpoena express open idea point end last month recent day trump subpoena interview depart miss turn tax return attorney question depart object format hear chairman want question republican democrat staff lawyer branch wit document ask said rep jami democrat oversight think conflict congress obstruction read report come gallop page right onto front doorstep fight inform congress white grown recent day rep democrat oversight said push democrat impeach camp sen lot share view said democrat reluct spend next month throe impeach next elect around corner request inform make case impeach better get fact oversight oversight chairman said post live event will flout law way also make even power case impeach proceed last sever day fight subpoena trump said last week like democrat tri win win see win last week two carl previous process white gore assist attorney subpoena oversight agre appear week lead republican oversight step oversight chairman cum said still hold contempt congress question answer white also threaten fight subpoena former white counsel trump major bank one account firm block hand inform whether sit interview whether obstruct tri stop stop cooper whether file lawsuit obvious hide said chairwoman water feel exoner wrong tri stop come talk said rep mark democrat tri obstruct wit come talk congress might push right back home understand next step bring wit trump wrong block come talk congress rank file member still unit urgent action impeach trump member say oversight begin major problem think total whole see happen strong look found father gave congress oversight said rep democrat michigan process see white respond way move forward good trump keep get answer could also distract democrat move ahead could impact base democrat push ahead impeach next elect request congress subpoena fight court take lot time could product effort said rep lynch democrat point deal far remain trump ask congress could impeach lynch respond would put weight behind argument republican democrat tri make look like move forward impeach base without actual take step rep collin top republican point demand staff interview attorney hear report format use prior impeach hear former bill democrat look optic impeach hear collin told want hear look like impeach hear vote bring impeach
4,0.009834105,https://www.cnn.com/2019/04/30/politics/senate-stephen-moore-federal-reserve/index.html,board pick moor plan withdraw consider know need sit republican rais concern attack republican question hear moor said brief phone interview late report decad worth comment moor made woman day republican express doubt trump former campaign seat board governor need sit one tell truth anti woman said moor comment hear think hope support sell appear republican woman republican sen said would support moor formal would support person told report way floor spoken white previous told pick ask thought confirm came vote today think key sen moor west republican sen moor said moor past posit hard look past moor former trump campaign drawn widespread critic comment write woman equal first report last week also drawn person close public critic fed treat narrow partisan split mean trump afford lose four republican without close path confirm moor formal even trump express ask would support moor south republican sen graham golf trump past weekend said still look would moor said interview day biggest problem male earn biggest problem see last year happen male earn black male white male well think big problem moor said interview squawk box look want wage rise know talk woman earn risen problem actual male earn think pay attent think interview echo comment moor made year ago write nation review critic pay equal complain want equal pay inferior work also woman ban beer vend men game last week moor said spoof sen humor radio interview last moor court brett whose confirm last year mark commit sexual assault one interview said report cover news outlet pull top white said moor still back though press sander told report comment woman review white staff shift opinion bode well moor said would withdraw consider trump fed pick former republican candid cain bow last week cite pay cut would take job came four republican said would support close path confirm republican previous neutral moor wall street journal board member contributor year sen collin main circumspect comment say obvious would concern write woman whether think til see posit echo sen think sit talk comment like sure make sure make either told first comment moor north sen fourth republican cain said still support moor said concern moor path forward lot good one might easier pull across finish line told report point get vote thing take govern other blunter ass republican sen south second rank leader told report moor answer question past comment woman would help white vet think come recent good test support level said member guess effect get sen said expect concern moor impact woman member said concern moor share white happen cain think share know vet probabl good make base come said suggest white may never formal moor lesson white know think would help ahead time said
3,0.028277053,https://www.cnn.com/2019/04/30/politics/ilhan-omar-response-trump-attacks/index.html,rep first remark trump critic comment condemn vile attack dement view collect say vile attack dement view democrat said white mani remark came first day back hill two week recess town trump tweet video use attack comment terrorist attack said death threat white attack know know attack said attack attack level woman color refuge reach white comment critic read
1,0.001862316,https://www.cnn.com/travel/article/may-day-india/index.html,may worker join other around world mark may day also call labour day intern worker day depend local custom quit fit holiday state seven union million worker comparison unit state million may day role travel modern labor movement may day around pole correct may day actual two differ thing may day origin start pagan root time may day also made wood cover streamer dancer around pole might may day childhood one two way may day worker may day come may activist organ nation strike seek eight hour workday haymarket protest turn violent death among honor worker haymarket riot intern socialist may would day design labor call intern worker day holiday establish meet spread mani part world labor protest part may fit woman work construct site state first labour day call accord organ trade union pageant child enter contest understand import fair worker next holiday anna tower park popular attract tower foot meter tall built world trade fair park great watch local touch may day last hour tour labour day movement time year best time weather wise probabl allow steer clear worst heat monsoon season follow tourist highlight may day park urban may day call park name chang may day park monument park mark chang contain tree make good stop rest mayor govern museum district heart museum hold work art deep well collect govern museum pantheon road astound shrine god wife
1,0.013702316,https://www.cnn.com/travel/article/tokyo-imperial-palace-visit/index.html,week emperor may son crown may good news join biggest home may crown wife make first public appear new role rare visit emperor step end first emperor modern year old son crown get rare royal home visitor walk station first built late destroy world war rebuilt style afterward royal also moat except tour ground usual open public twice year new year greet emperor birthday thing join may may new emperor empress japan open ground public may chrysanthemum throne new emperor empress wave den hall hour royal member gate open close visitor plaza least two hour huge crowd expect huge well turn see royal year new year greet indic big deal inspect main gate bag best store locker train station photo allow except tool like tripod stick ban full list prohibit item household see came new year greet year press make visit worth get know beforehand site visitor may steel usual close visitor plaza public gather appear main modern household build keep three tower date back japan period top left hand corner plaza exit visitor mon gate walk past former council build visitor visit japan day join tour allow beyond main fret crowd big make may visitor alway one tour take place year round two tour avail conduct kick except day host special event start mon gate tour take site ground recommend book tour least three week score spot may book still tri luck day mon gate ahead meet time see extra space attract royal attract surround like east garden open public carl court east garden east garden open year round except special free visit east garden home mani attract museum collect content japan stun place next run rout run skirt actual ground along way nation museum modern art see tower scenic five rout line bush moat park part ground beauti park surround moat popular urban getaway open public home nation museum modern art martial art center museum
0,0.052608421,https://www.cnn.com/travel/article/ol-lentille-conservancy-laikipia-kenya/index.html,come came doctor spent year plan trip lawyer husband mark birthday flown trip lentil far north plateau offer safari social own run benefit local one test could tell travel got result except morocco place look like bit visit previous latest step feel import come black say stone built hill think van lentil center area three time size four villa pool outdoor dine seat area panoram view assail vast wilder hill valley patch tree like mark hide roll resort host maximum adult child one time look sprawl feel like world like like say born director home view game drive quad bike mountain bike even camel safari lion buffalo fantast walk add well pool stun view spa area kitchen live area content eight beauti beach tourism though first want hop rough dirt track visit local school clinic member explain lentil trust model base tourism lentil local year ago area use graze land local owner land tourism came year later benefit land well tourism meet local school mid morn huge blue sky dot cotton wool cloud red sweater child stroll around sit shade tree goat wander around ground scene child walk much get mani pupil made today mid march season still prolong drought meant child need home fetch water look livestock meet teacher child fresh notebook school built lentil trust trust also cover teacher clinic make visit crowd patient wait seen trust build bed local none exist explain clinic visit month hare make differ specialist physic subject close heart medic doctor black woman path get high school seven month pregnant explain law stop second child adopt nephew nephew suffer brain doctor could help like start school mother four young child doctor life hard made best knew long term goal want make differ visit small sing layer quit content best thing come home water hut solar panel roof cell phone phone way keep touch rel travel beyond higher descend slave get come home see look like reflect talk lot level well seen mani differ thing child mani differ thing child get say see think meant lot tourist look like get see hope bless know bless child enjoy pose camera hare problem trust fund profit visitor guest thought say show problem help last eight year put million worth invest offer lentil say travel tick big five mammal big game park give depth understand total differ live make livelihood mean moment still relax day ahead sundown bush dinner spot first time last say director admit got bug lot catch got come back repeat rate one guest visit reason import well mark say one time protect time world trip learn say reflect upon day meet local seen year start talk like yesterday alway want see agre broad smile moment gotten
4,0.019034105,https://www.cnn.com/2019/04/30/business/huawei-vodafone-europe/index.html,want china may gotten harder confirm phone follow report news problem fix said could give unit state campaign block next network fear china could use point yet past concern around said head practic consult group mani biggest use exist network would like option use chine product build super fast power self drive car smart support said analyst market research group ovum without enough diver supplier world supplier equip market share help keep cost say supplier make network attack yet keep put doubt fight trump warn unit state could restrict share permit use equip network unit state claim chine govern could use yet agre demand unit kingdom approach last week would ban product made core allow part network direct risk ass conduct review end step safeguard network walk said would buy equip core network even though top later said seen concern biggest wireless follow would equip core network given surround chine access one network report hidden backdoor could given one network critic like report present risk push back said statement via test said access said statement address year ago wide said stand claim could reopen mani discus recent last week said
1,0.009302316,https://www.cnn.com/2019/04/30/football/liverpool-barcelona-lionel-messi-spt-intl/index.html,stop one player time striker score goal season side face barcelona first leg champion minim great lionel could key reach second final icon score goal appear barcelona term well assist fire home goal game levant eighth year champion unit two goal camp effect tie feat recent year score goal rate seldom seen watch copa reveal coach secret pub team replay video must watch copa reveal coach secret pub team former unit moy say best play game pip also outstand stop team rather plan suggest moy coach real get player around mani quit often scot say done wise note space attack player bit buildup left probabl find come right end moy got sure fill pitch well space add watch difficult keep replay video must watch difficult keep rakit alba beyond attack threat club moy premier unit west ham unit well one first game moy shut barcelona side saw appear bench would like club fan attack play recent year sharpen season team goal premier central defend van recent chosen player season fellow profession moy van top center half mainstay next six seven year van play three year move shell report million million last year record transfer fee defend eyebrow rais size fee moy say begin look like smart given perform fact depend top level central defend hard find put back said could get million club world would moy say watch anthem replay video must watch anthem van face air meet object although year old face barcelona twice miss also older moy gotten better age frighten thought defend watch live barcelona play champion last thought moy say expect actual saw opposit team pattern play top drop start move must stun ball moy add watch tour player replay video must watch tour player van like well run play camp whether stop matter
1,-0.001897684,https://www.cnn.com/2019/04/30/football/tim-howard-manchester-united-liverpool-premier-league-spt-intl/index.html,old habit die hard old run deep former unit season premier race proven local rival arch team sir neighbor club made life goal usurp knock right ing perch famous hope never win still breath told colorado rapid side beaten unit speak eye two team form come wire one slip win read
2,0.008545684,https://www.cnn.com/2019/04/30/uk/cambridge-university-slavery-study-scli-intl/index.html,spend two year link era may benefit record dig may gain exploit labor either bequest accord press grow public interest link older slave trade right look profit labor period said professor toop vice chancellor toop appoint eight member group head professor martin professor classic research two full time research base center also look whether public opinion race base think can not know stage find reason like mani era benefit practic time said press read
4,0.051594105,https://www.cnn.com/2019/04/30/europe/ukraine-president-is-already-getting-tough-with-vladimir-putin/index.html,elect might also will stand player block send elect month kremlin leader throw last week sign citizenship live breakaway region move drew condemn weekend seem ant say govern would grant citizenship citizen separatist region russia lock war annex black sea peninsula give passport last week pure humanitarian could seen pretext counter offer citizen read
0,0.003888421,https://www.cnn.com/2019/04/30/economy/eurozone-gdp/index.html,heart grow expect boost hope global slump avoid first quarter growth use three month accord data publish rate post final quarter strength perform economist said fuel lower unemploy rise wage demand result latest suggest world better shape mani analyst fear china lost momentum due govern crackdown lend drag exert trade war respond tax cut project looser top expect first quarter growth read
1,-0.014617684,https://www.cnn.com/travel/gallery/labour-day-india-photos/index.html,labour day brown publish see photo labour day work throughout
4,0.007914105,https://www.cnn.com/2019/04/30/opinions/nicolas-maduro-juan-guaido-root-venezuela-ghitis/index.html,former correspond world affair columnist frequent opinion contributor post columnist world review follow twitter opinion express author view opinion know next day bring seem clear end long nation come mani hope opposit leader call final phase flank mentor former candid join effort maduro arrest freed guard march protest free man call backer turn help oust maduro effort came close work accord state mike maduro board plane stay defect quick standoff conflict may seem stake sure play view human know root see report hear account rival narr root
1,0.026422316,https://www.cnn.com/americas/live-news/juan-guaido-venezuela-operation-freedom-live-updates/index.html,maduro said protest led opposit leader tantamount attempt coup effort defeat want firm loyal led defeat small group tri fill maduro said factor right wing popular terrorist led coup said refer seek attack overthrow legitim govern want high command defend maduro year interim begin final phase freedom bid oust maduro start flank men armor previous call may lead nation nation interim dozen led month protest govern speech mark success attempt yet leader
1,0.045382316,https://www.washingtonpost.com/world/the_americas/venezuelan-opposition-leader-juan-guaido-appears-to-stage-military-backed-challenge-to-president-maduro/2019/04/30/c7028eee-6b35-11e9-8f44-e8d8bb1df986_story.html?noredirect=on&utm_term=.61c1ddd12bc0,break maduro claim sought day clash left dead dozen hurt state mike said interview maduro plan step russia stay said may pivot opposit leader launch appear back maduro develop opposit leader appear troop base final phase maduro know trump conduct threaten full embargo stop violent clash erupt across protest state loyal maduro respond dozen report wound report detain year old man die protest nonprofit group said maduro said remain loyal govern leader coup attempt group warn counterattack video show armor plow crowd support white post twitter blame maduro violent clash erupt across opposit leader launch back maduro summon thousand street socialist leader high risk leader nation interim late unclear whether would succeed year old man die dozen rubber bullet tear live mele across accord local death accord social conflict nonprofit track protest happen man shot chest protest interior state said marco group director dozen rubber bullet tear live mele across accord local armor ran cluster support group hood men pro govern militia fear fire live crowd protest wit said colonel loyal maduro shot neck said extent unclear react tear near air base known trump troop militia conduct death stop trump tweet would full embargo highest level sanction protest across nation accord social conflict violent clash least five state least detain accord penal local organ track detent open day appear base eastern join fellow opposit politician freed arrest surround small band arm men uniform wear blue show support troop join call final stage maduro power end usurp said moment main unit arm start final phase street arm take street end usurp maduro appear public insist remain loyal steel wrote tweet talk command region manifest total homeland call maximum popular win state mike said maduro flee tarmac morn understand indic stay told said senior leader loyal maduro told nation name said secret talk mir attempt maduro govern call other keep commit help oust said unit state favor transfer power option appear live dress combat beneath portrait maduro protest arm said ask fall fake news tri protect clash follow week tension oil rich nation south grow humanitarian rise crime power medic food water life mani million fled video spread appear base district maduro tweet govern move confront coup group traitor lead pro maduro politician call govern support warn counterattack soon restrict accord organ track connect head street call support met tear clear fire video scene show tear arc congest protest troop loyal maduro shoot sky get work morn learn call protest join opposit support need chang know year old businessman said alway scare street part process soldier base eastern opposit leader appeal support oust maduro left plaza surround troop led support sing nation anthem late morn chant dozen troop present today clear arm told support coup led maduro keep fight across men protect move toward west stronghold support maduro predecessor turn socialist govern year support plan descend upon spokesman said gather militia open fire terror thousand remain street call action action pose maduro power interim claim unit state nation vice tweet support depart offer sanction relief align maduro switch bolivia whose leftist govern support maduro condemn call coup russia china also back maduro expert council foreign high risk move fail split top brass big question happen person opposit said could end tonight jail take huge leap today opposit leader opposit politician put home arrest govern maduro greet support join member nation guard oust maduro opposit member key mentor said arrest help guard appear defiant break govern author final phase end usurp tweet freed men base time conquer freedom hour later chile foreign affair said enter guest late said tweet left person guest tweet refer least one opposit sought brazil offer asylum member accord report public said support would list name said nation guard member support opposit leader throw back tear highway sen marco back call rise moment oath defend legitim interim effort tweet write hour day ahead eric vice new york base council call action bold effort maduro act said fact could big govern afraid kept arrest said patron would key free spring arrest present real dilemma let remain free popular support attempt jail may well resist report saddler report beth report report read short food water return religion search water accident leader face chart today post correspond around world like post world stay foreign news
2,0.005425684,https://www.cnn.com/2019/04/30/opinions/william-barr-answer-five-questions-congress-honig/index.html,column cross exam former state prosecutor legal analyst give take latest legal news answer question reader post question view express view opinion watch answer reader question newsroom attorney though report balk format democrat control side threaten appear threat follow question aid much nation top prosecutor withstand congress week even boycott appear final face fair fight campaign distort find special counsel report distinct congress medium public seen report virtual except trump lawyer got special sneak peek redact version whole world seen redact version report got hide far given spin report time get call import overt pander five key question congress ask attorney week detail obstruct act trump none action law trump action cite law brush obstruct one four page letter view develop special counsel establish commit obstruct difficult sweep obstruct obstruct detail read
0,0.009888421,https://www.cnn.com/2019/04/30/opinions/trump-abortion-execution-comments-are-outrageous-brown/index.html,brown author shift one hour four patient live view express read opinion trump recent said call late term abort die afterward result lie good state thing never happen physician practic unit state kill would make claim seem want ethic statement lean exploit brown first though fact accord abort occur week year current statist avail mean end third seem like high number recent medic school found die year lack health call execution record neither contrast adult die lack health fetus abort accident get core misunderstand underpin anti abort movement unborn child exist depend symbiot relationship mother symbiot relationship end cord cut follow birth fetus can not live mother trump word accident attack ever democrat also ant discus abort abort murder common refrain abort murder meant punish may also embellish use call partial birth abort intact extract partial birth abort unit state even canard use gain pregnant woman abort reason can not rais child way would like child quit liter made can not live without mother pregnant woman whether end correct ethic read
0,0.011168421,https://www.cnn.com/2019/04/30/opinions/national-poetry-month-coping-with-pittsburgh-and-synagogue-shootings-blokh/index.html,year old writer attend school fine art current nation student poet author two chapbook edit hold kitchen lit press attend yale fall view express read opinion year stop school man walk peel open like scab watch myth danger bite head wing creep parent told danger weight could know begin poem wrote sever month kill mass shoot tree life poem page belong poem name weight poem weight weight weight loss follow weight neck tuck shirt weight ancestor weight fear come mani perfect platform speak complex feel world known build feel understood safe glad let poem weight flood onto page long time think write feel shoot though write magnet school teach workshop around one year five nation student poet felt mani feel spur shoot known parent research anti power shape way self contain made scapegoat shoot show far posit today anti well even sudden strong enough lead act still often seen lead hate comment month fear hurt anger familiar feel need convey brought page grow parent felt like odd one around first turn write express strang other sat write weight mani year later power write first drew art form write allow place reader world particular lyric ask trust author fall depict great import parent poet truth teller turn honest depict life amid soviet lie distort watch rabbi recount moment shoot unfold replay video must watch rabbi recount moment shoot unfold writer convey complex allow reader kind begin misunderstand fight connect level difficult see part role nation student poet task develop project outlet wake chosen build project around teach workshop summer camp want student whether teen adult poem respond nation bear wit hate read bit creat address free write stay date sign new join twitter
